,overall,Review
22933,5,love
22934,5,soft beautiful skirt easy
22935,5,exactly described pictured great scissors preschooler previous experience child safe scissors good 4 5 year olds humble opinion preschool teacher
22936,4,thought would nice daughter decided too old take knitting
22937,5,perfect every project
22938,5,prompt delivery advertised not yet locks actual project love could get bulk
22939,5,good expected
22940,5,could not ask more beautiful ornate works well cardstock vellum well standard paper details print intricate fancy
22941,5,good deal
22942,5,aurifil thread best thread ever will continue aurifil thread quilting projects
22943,5,sturdy paper tears well
22944,5,travel brush set all time paint outside often gather others paint travel set now all time take flat brushes just really put couple filberts there more often also added detail brush liner brushes short handles very soft bristles not shed clean well case keeps secure love all time
22945,5,makes transfering so much easier fantastic
22946,5,love
22947,5,best new addition sewing room love little clips so much easier than straight pins most sewing projects
22948,5,very nice
22949,5,recently completely won daniel smith watercolor paints hearing great things m graham decided give set try mostly colors set commonly work impressed pigment density paints each vibrant rich allowing less paint water ratio than expected get good mix match daniel smith paints now fill favorite palette notice enough water can get streaking not dispersed washes think amount honey formula paints so pigment dense just got adding slightly more water than other paints when washes
22950,5,love storage box holds good amount paper good solid closures nice handle highly recommend case
22951,5,go big shot new thinlit dies get new cutting pads frequently work great
22952,5,glass paint really worked well very pleased price goid delivery
22953,3,like bars hold ribbon smaller than expected overall dimensions should tell how much measurement plastic ends
22954,5,good
22955,4,clear stamps just great really like quality penny black clear stamps always give nice handmade cards
22956,5,pens so much fun can add details watercolor paintings write notes illustrate visual journals whatever so many colors price excellent quality
22957,5,good buy
22959,4,fun colors
22960,5,charms so much better person good plenty detail thrilled thank
22962,3,worked great plastic broke few weeks moderate mostly very soft 16 g aluminum wire duct taped thing back together would recommend any large amount jump rings also pretty small can uncomfortable awkward work
22963,5,how carbothello stack competition pastel pencils mainly good detailing most pastel pencils can smudged mean underpaintings panpastels unisons rembrandts underpainting usually carbothellos easily sharpened point colorfast very reasonably priced softer caran softer still matter fact caran too soft detailing can underpaintings faber castell among hardest pastel pencils along derwent carbothello carbothello softest three much less scratchy derwent especially can scratchy faber castell derwent much more difficult sharpen too hand sharpened razor conte also softer end spectrum not soft caran carbothello not too hard too soft easily sharpened hand crank sharpener think generally want go harder pencils realism like sharp lines softer ones impressionism expressionism like thicker lines sharp lines easily created harder pastel pencils buying several different sets adds variety texture range however could only afford set pastel pencils buy carbothello price texture range
22964,3,no list name part binding foot etc would really help sewing 40 years still recognize few
22965,4,foot help sewing go somewhere
22966,5,fast shipping excellent selection colors would recommend
22967,5,fantastic die only limit cards imagination somethin happen die would definitely
22968,5,love paper
22969,4,inexpensive airbrushes months months now work pretty well clog easily colors coats sometimes also thin paints works
22970,5,needles so useful can finish lot different projects variety needles
22971,5,looked tissue long time art projects glad good value
22972,5,love nearly all want
22973,5,honestly wrong wanted guys work everything great just says says mistakes
22974,2,most colors pretty ugly bad idea buy sight unseen show lovely colors naaaaaa
22975,4,sure hoping bigger going christmas cards friends family
22976,5,perfect
22977,5,friend birthday loves patterns quilts makes great gift
22978,5,perfect project
22979,5,love
22980,5,so pretty
22981,5,cuts very well weeds easily just wish there more than 1 black white also wish blues more vibrant great would
22982,5,great variety tools
22983,5,nice
22984,5,enjoy variety colors
22985,5,described fast shipping
22986,5,love all kaffe fassett material
22987,5,good quality better than expected excellent not mixed fibre pot holders really well
22988,4,good
22989,1,first bottle will not stay needs kind screw clasp falls spills contents minor compared fact almost nothing comes air brush even 50 psi acts like clogged new occassionally something will spray second two just stops water will not even spray very very poor
22990,5,nice
22991,4,work hard get regular spools thread wondering designed not found usa also not sure any damage may plastic bobbins very hard not squeeze together very well must pushed bobbin rub very hard inside
22992,5,soooo much better than cheaper clunkier pliers helped so much wire jewelry
22993,5,love tape
22994,4,also great yet came 142 not 144 okay just hope happen often
22995,5,multiple chalk love boring project much better only con when first open takes few minutes get paint tip write other than no complaints
22996,4,all expected
22997,5,well done
22998,5,inspiring there so many new techniques can natural grass any artist will love set
22999,5,perfect exactly described
23000,4,good
23001,5,gave charms gift lady just started bead loved tem all
23002,4,took little practice first got hang worked great sure wear eye protection
23003,4,assortment window dry erase 8 daughter really thrilled loved crystal effect wanted whole window immediately drew seasonal scenes decorate holidays
23004,5,wonder right clips everything even clipped toothpast tube lol love clips every perfect condition shipping fast too
23005,5,why wait long buy solid durable often know will last many years
23006,5,nice huge spool dark gold cord more gold than mustard very little shine
23007,5,child classroom not enough scissors work really well art projects price really good too
23008,5,beautiful yarn really soft easy work
23009,5,pins great quilting projects go sewing easily hard find small town thanks amazon
23010,2,wide when slid ear hold earring place ear lobe cant lay flat
23011,5,variety
23012,5,everything home easy nice so many available
23013,4,crystals misshaped consistent beautiful will buy swarovski
23014,4,fun stencil
23015,5,very convenient
23016,5,glides yarn ease
23017,5,yeah got
23018,5,very cool love new gadgets very affordable
23019,5,nice set colored pencils ever since discovered adult coloring books great time filling designs colored pencils perfect coloring heavily detailed areas designs pencils go get desired colors like pencils bit softer glide paper smoothly colors show dark easy shade blend set 72 colored pencils also easy sharpen few pencils arrived tips broken shipping making necessary however hold very well seem like would sharpen very often pencils comfortable colors great will often free sample received review purposes
23020,5,love tiny point allows slip tip stitch easily without worrying catching fabric thread thrown away old seam rippers five
23021,1,pack three different adapters badger paasche something else work badger airbrush other
23022,5,simple enhancements scrapbook projects
23023,5,expected
23024,5,excellent
23025,5,wow fabulous form very high quality unusually shipping time insane received third day counting day flawless third form company products beautious
23026,5,so happy like fact not expensive cartridges
23027,5,love tape
23028,5,very pretty well now could just increase knitting skill good
23029,5,love leverbacks jewelry good quality sturdy great accomaniment earring designs
23030,2,good idea somewhat easy figure loading watched youtube video all gums lot take time pick pieces otherwise paper whatever not lay flat will bump glue very annoying wished worked better really hopes so would replace small ones all time not sure just may try different also name glue scotch not would not recommend any planners scrapbookers
23031,5,exactly wanted
23032,5,works well came time
23033,5,amazing crochet hooks best ever arrived expected delivery date wonderful customer service
23034,4,really pretty nice union jack beads came reasonable time really surprised quality very sparkly pretty daughter loves all things union jack crafter so will work great mind
23035,5,enjoying
23036,5,perfect excellent transaction excellent seller thank yoj
23037,4,holds complete set hooks few accessories removed stitching where skinny hooks supposed go so could more ergo hooks
23038,5,just
23039,5,love ribbon beautiful combination makes nice bows too
23040,5,love just described not yet based reviews not expect issues
23041,5,just last forever so much fabric things last last
23042,5,love works great avoided many spill lots pick time highly recommend sewers quilters thank
23043,5,8 weeks excellent took 3 months research machines really close buying very expensive mercedes benz until went user forums not only save 3k compared model other got outstanding first can easily customize type sewing when quilt foot pedal function option presser foot needle stays position presser foot automatically raises just little so can pivot fabric when sew garments foot pedal threads needle stop position stitches great well formed alphabet legible included extension table generous spacing front so can play quilt pieces go needle no more working side currently also own juki tl 2010q now dedicated fmq little guy piecing applique general sewing really happy camper note previous machines white bernina viking all now retired juki machines reliable workhorses high standards
23044,5,excellent price
23045,5,rocks very durable attractive detail patch fits well shows quite well like shape great woods well high contrast tan shipping delivery great
23046,5,excellent always
23047,5,everytime sew works
23048,4,very sturdy
23049,5,benn clear stamps works great
23050,5,fantastic brushes love love love
23051,5,just cards scrapbooks
23052,5,very strong magnets
23053,5,good service quality merchandise
23054,5,beautiful
23055,5,great
23056,5,a2 not a7 5x7
23057,5,very generous length chain got antique bronze goes great existing findings chain well strong no apparent weak spots links big enough attach beads thinner gauge wire would also work well statement pendant add drama brooch tons options versatile enough handle would recommend may silver tone point too received discounted price exchange review verify all opinions stated review truthful unbiased own
23058,5,so cool how without
23059,5,love
23060,5,pens arrived quickly safely no trouble purchasing colors vibrant caps secure sketchbook since got so far not bled any problems wish caps could snap eachother prevent lost only thing notice issue storing side black started appear dried few days jar desk so always nearby wetting tip slightly shakign nothing continued act dried tried write decided turn all pens so brush side instead problem since
23061,5,hope build pots took pottery class college now wheel
23062,1,junk alligator clips so weak will barley stay closed nothing metal tubes designed attack alligator clips spin freely housing should resistance so alligator clips not fall lucky can fix anything would go back
23063,5,great highly recommended
23064,5,ton scrapbook paper little fairly frequent occasion getting jumbled mess could control well box so nice tight fit could see all loose pages
23065,5,right price
23066,5,whoever invented handy papers so smart thangles easy accurate way half square triangles strips all follow directions chain quilt
23067,4,thanks
23068,5,just standard tracing wheel exactly want serrated always welcome mark much better all all very pleased
23069,5,good quality generous measure all cotton
23070,5,exactly wanted great
23071,5,beautiful beads great bracelet
23072,5,perfect
23073,5,great
23074,5,glad came minis tight budget so able get all colors would rather expensive got full also since typically work large projects find lays just enough when want water without wasting ink really stamp image come real crisp when usually want crisp image all colors distress line nice careful when water blend primary colors may show gets greyish greens turns yellow easily browns gets very faded greyish
23075,5,excellent
23076,3,plan many coats achieve real density 3 coats all sides bottles still quite easy see know how much uv protection will provide
23077,5,super handy quick
23078,5,good
23079,5,cosmic shimmer rocks put mine bigger plastic container wish so static think fault going put bigger container like plastic container lid would try fabric softener sheet something else so flying everywhere great
23080,5,worked described
23081,5,terrific scissors super sharp fabric ease
23082,5,think really so happy got saves paper too dies move
23083,5,several cutting mats different sizes different uses excellent precision cutting when needs trimmed all sides can turn mat around without disturbing position pieces
23084,4,happy
23085,4,consistency really good painting canvas daughter likes
23086,3,bobbin case great just thought would come filled bobbins must not read description correctly gotten bobbins case very useful
23087,5,good collection
23088,5,beautiful flowers stems leaves die easy just wish there contrast outs deadspace easier see where will no problems cutting thru several layers even felt fusible webbing
23089,5,great set
23090,3,lot glue pins probably good kids not professional lots glue not much
23091,5,nice ca wait making projects
23092,5,recently tried amour line immediately fell love hooks so comfortable yarn glides nervous since larger hooks plastic not metal works just well metal hooks super light making many scarves hook super happy
23093,5,exactly expected
23094,5,very nice great service
23095,5,aging pages bookmaking best
23096,4,well really not wanted spend much looked cheaper ones darning feet convinced fabric shop where janome mystyle100 got break price give discount parts sewing got so paid closer 45 than 50 normally go amazon lower prices time lucked convinced getting foot when wanted buy 20 walking foot tried fitting onto janome ms100 there just would not go screw hole not line exactly ankle reason only four stars quilting bar can tricky insert web how install couple people said press gently plastic holder will break
23097,5,can add tiny beads easy cast resin projects sure get environmental technology castin mold release conditioner other simalar happy crafting
23098,5,penny black stamps wonderful large will great focals subtle backgrounds since received works great
23099,5,so nice wish gotten larger set really layering can get pretty much any set chose wood good turn mush when sharpen very good pencil sharpeners though sharp tank even started bumped open box shelf dropped every single pencil so upset there seem any damage though discovered any broken leads sharpening already done quite lot point though not all pencils really beautiful brilliant colors say perfect
23100,5,breat buy
23101,5,worth able punch own printables instead buying all pages planner high quality also not cheap plastic everything bottom tray pretty heavy duty says will punch 3 regular pages 5 works try not
23102,5,super grip hoops great worry continually repositioning fabric super grip hoop holds place longer periods time without worry highly recommemend
23103,5,there nothing surpass quality copic colors vibrant blend magically not pro sure not able produce wonderful quality never tried treat thse add collection
23104,5,good zipper
23105,5,thank just described
23106,5,very nice
23107,5,love
23108,5,nice paint great too good value
23109,5,recently purchased two pair titanium coated scissors amazon pair scotch scissors listed other nbsp officemate titanium scissors soft grip handle gold blades handle 94120 costs several dollars less curious whether extra cost translated any tangible benefits short answer yes not sure how much see normal both scissors came extremely sharp officemate definitely lower level finish roughness machining clearly evident inside surfaces blades ones face each other quality finish surfaces affects cutting edge thus how blades slide shut each other smoother surface translates smoother cutting edge closing action even when new officemate scissors bit roughness blades paper scotch scissors absolutely smooth closed together both scissors though paper cleanly minimal force inside surfaces scotch scissors feel like coated clear layer similar cookware assume layer leads claim both scissors screws pivot point adjust tension blades officemate uses standard phillips head screw scotch uses more machined slotted screw both work fine adjust any play blades difference appearance not function blades both exactly 8 long pivot tip handle side scotch longer provides more room fingers tips scotch blades rounded officemate tips sharp thick finely pointed like find precision scissors all all both scissors work just fine giving five stars scotch only three officemate scotch scissors better built like tools
23110,5,really nice neon choice when nice
23111,5,love images great coloring fun distress other water based materials
23112,5,very nice beads
23113,5,very pleased circular needle addi turbo circular knitting needles years never disappoint makes knitting work smoothly quickly any type yarn would definitely recommend needles anyone
23114,5,go stamp pad both rubber silicone stamps
23115,5,great price
23116,5,just got opportunity say love other gel pens far super doodle gel pens surpass all thank so much
23117,5,sugru buy lot lot tell everyone sugru facebook yep
23118,3,something attach hold better syamping
23119,5,written daughter buyer aka uses perfect pens coming perfect sizes love traditional art perfect lining rarely ever smudge perfectly sized plastic case come sometimes bringing art supplies friend house put eraser case fits perfectly
23120,5,perfect
23121,5,real cute baby hat yarn soft easy g hook yarn not take whole little bundle there not much left so enough each projects recommend anyone
23122,5,hand drawn colored landscape designing best tracing paper many tried years very smooth no visible fibers readily seen
23123,5,wonderful set brushes great value just starting delve pastels set fit budget quality
23124,5,works great
23125,5,very good
23127,5,works great
23128,5,wife loves works advertised recommend highly
23129,5,works everything post earrings
23130,5,zig always great glue pens easy
23131,5,nice
23132,5,paint brushes perfect handmade hand painted projects bristles stay put shed huge plus bristles stain though not negative thought put there handle painted wood not slippery
23133,5,perfect service perfect project
23134,3,realize so small may able pictures bigger
23135,5,good quality stencil will put lot uses
23136,5,very enjoyable love colors love detail trouble vision focusing so hard tiny spaces just sure spend too long time there enough paint only got real low dark grey thick goopy thus thinning often detail brushes fine areas variety brushes great hoping frame put hobby room
23137,5,ruler enclosed package change tape seam allowance seams quilts seams bags purses would even better included larger foam so could longer worn mine already just put glue stick back will another package
23138,5,exactly wanted pin baste quilts
23139,5,works easily counting numbers large enough read second two various projects liked so another
23140,5,great specially alcohol inks
23141,5,got making great great gift tags too found many crafting supplies amazon
23142,5,got mom both plaid paint numbers years said hardest best ever done there no blending required please note not children there 30 colors mom retired takes two weeks complete work full time takes month two complete
23143,5,great just arrived quickly
23144,5,cutest little pants son little girl mom old pants create loved must say pretty easy cute too
23145,5,worth price get so many very pleased will when time
23146,5,will buy
23147,5,thank
23148,5,great adult coloring books
23149,5,amazing
23150,5,c adapter mat just got great price not available local
23151,5,absolutely can crochet even crochet left handed like takes bit adjustment doable will try posting example how later
23152,4,most sewing machines come mini seam ripper case small fit sewing accessory box sewing well good until serious ripping tiring hold tiny round handle couple inches long best grippier nice sharp taking apart garment pull pattern serious ripping due sewing errors raises hand alter garment lot easier less tiring
23153,5,works like charm
23154,5,advertised
23155,5,works well projects several pulls left
23156,5,beautiful colors quality really love
23157,5,very pretty beads eyeglass chain other complimentary beads
23158,5,knitting forever never opportunity pick crochet receiving promotional code set now new hobby set comes just everything would except yarn case very pretty held very nicely constant opening closing needles supplies all held securely so nothing gets lost great everything together so entire kit can tossed bag purse no worrying everything falling honestly only downside set fact spending more time than should browsing new crochet patterns try
23159,5,fine
23160,5,love die ca wait
23161,5,love stickles projects
23162,4,just spares not yet sure will fine since singer
23163,1,second less than inch paper collapses cant anymore
23164,5,just
23165,2,ca say blame anyone not knowing much beads too small projects like colors count sure seem 50 beads bag no taken bag count
23166,5,easy
23167,4,smaller than expected nice smaller quilting projects
23168,3,hi just zebra coloured yarn can someone please tell skein sections where black looks very faded white sections like black bled unto when impression just black white alternating sections get faulty skeins type yarn different colours always pleased
23169,5,good feel no kinks soft
23170,3,fine however find amount offered containers bit disappointing would much more useful helpful powders sold larger jars more powder
23171,4,works described just know gets anything else want come get sink could ever get
23172,5,good
23174,4,nice yarn looks similar silver christmas tinsel running except okay work main reason match robe
23175,4,just colored string works fine purpose
23176,5,fingerless gloves yarn love how pattern appears knitting good quality yarn doesnt fray unravel knitting plan purchasing more soon
23177,5,article fills all requirements when worked perfectly fine
23178,5,love really awesome quality crystals however will warn only get 8 packet
23179,5,favorite paper pack
23180,5,assortment colors incredible
23181,5,received timely highly recommended
23182,5,great
23183,3,alright stones so teeny nearly special amazon said lot spacers just p ain silver gold fine just expecting more based picture
23184,5,great canvases very reasonable price
23185,5,great hand
23186,5,perfect medium bible journaling canvas
23187,5,much better than last cheap brother got sews fast easy would buy
23188,5,can buy anything blindfolded sizzix great price great quality perfec designs exactly paid love
23189,5,traditional sakura quality pigma ink fine brush tip absolutely love
23190,3,chunks very fine thinking chunkier pieces glass
23191,5,seem good quality forward adult coloring books
23192,5,thanks so much
23193,5,very nice selection colors would buy
23194,5,exactly expected fill bobbins put holders perfect neat organized
23195,5,very quiet works great dry pages art journal watching tv husband not require volume adjust tv
23196,5,love sharp scissors finally decided throw away old pair replace beauties very happy soft grip handle comfortable multiple sheet cutting sturdy enough not any give thicker materials great price too recommended
23197,5,clay worked great mold creation dry fast price right discard very good when avoid wed clay prices cheap application
23198,5,so really really cheap satin legitimately would start fraying could finish cutting really nice fabric scissors however all takes nice thin layer around edge fraying gone completely saving fabric since going withstand stretch also comes two bottles bottle goes long way will able entire costume only bottle 6 yards fabric amazing stuff also edges little stiff not enough noticeable
23199,5,work great
23200,5,good practice sketch pad pencils charcoal okay little ink sketching only weighted paper recommend greater more drawing thick enough extensive drawing erasing blending perforated fantastic can tear sketches neatly always tear paper trying take sheet paper
23201,5,another great
23202,5,love
23203,5,just small weaving project
23204,5,stamp set great birthday cards invitations even scrapbooking fonts just smile when read fiskars done excellent job word choices fonts can adult child projects sure get stamp blocks grid lines so stamp lines nice straight easy cleanup can many times come
23205,5,go glue almost any paper project
23206,5,works good keeps working long time 6 months still works advertising needs red really hard erase magic erasers erase vinyl chalkboard contact paper
23207,5,nice coverage
23208,5,very nice beads drilled perfectly stringing
23209,5,arrived great time fantastic
23210,5,graphic 45 couture pad 8 paper set elegant opinion hues nice match back 6 x 6 pad set tag 1 2 chipboard sets paper nice weight projects not thick thin layering cutting clip art art journals making cards scrapbooking more extremely happy discovered line took chance nearest 45 minutes away still not carry fine quality graphic 45 back lol happy crafting
23211,5,first experience inks loved
23212,5,great
23213,5,good quality
23214,4,quality paints 5 stars set not versatile compared primary colour set perylene red hansa yellow medium french ultramarine set contains secondary colours can mix primary set convenient colours save time mixing price good almost like getting 3 price 2 so overall still good deal
23215,5,wife loves thes uses almost everyday price right perfect time would recommend anyone mixed media stamp field saves trip cities 2hrs away house way
23216,4,okay still trying get perfect
23217,4,works pretty well
23218,5,great price good shipping deadline stencil plastic too flimsy like most great addition airbrush collection
23219,5,nice sharp little set scissors well good quality materials really like gold handles intricate detailing pair similar pair grandmother course ancient so hard time locating ones same style handles also gold came together form resembled something like crane identical resemble older antique style handwork scissors really hoped would find blades nice sharp metal solid no way flimsy thin reminiscent older style handwork scissors gold handles intricate detailing finger holes handles good sized not fit too tightly middle screw tight secure sits flush blade sturdy well easy grip overall really happy so short chubby fingers big enough so would consider good sized handles far embroidery scissors go fit nicely palm hand see photos measurements received discount exchange honest review however opinions expressed entirely own based experience bonus inside gift bag no expiration date good 50 next
23220,3,world want person review sewing bobbins just sewing bobbins
23221,5,good
23222,5,no complaints easy comes instructions plastic durable not snap break easily start work project mess can just place morphed plastic back boiling water remold softened extremely useful can cosplay props house hold etc recommend giving try especially price
23223,5,quick shipping great price great
23224,4,nice spacer beads
23225,5,very fun good price add glitz princess pretty
23226,5,paper quality actually good watercolor
23227,5,rug backing great purchased put rug crocheted sunroom backing paints white dries best results suggest generous amount brush washed rug put backing many times backing not peeled cracked dissolved gummed not put rug dryer let truly fantastic enough many projects
23228,5,everything expected more
23229,5,nice bobbins turn since lining felt so loose thread ends getting tangled
23230,5,nice batting plan
23231,5,lots wallets tote bags choice fastener got tired buying small package every time good find well worth price
23232,4,only gave four stars assembly little time consuming not so bad would buy sock drawer much easier deal recommend anyone ca find certain pair sock morning
23233,3,would give much higher review however arrived without blade promised description contacted seller initially responded quickly asking more info provided not received reply since can blades feel should received promised description said think nice will work well leather jewelry products seems well will durable long run received discounted price exchange honest review
23234,5,arrived time expected
23235,4,received week earlier aquamarine brighter than pictures more light blue hopefully can waterproof fabric side awning whatever id put plastic side way doesnt soak fabric spray fabric waterproofing rains lot
23236,1,tried sewing leather sheath last night 3 needles broke barely even put pressure snapped half pieces crap wo
23237,5,cool canvas there say works well
23238,4,like alright except not hold needle tightly can 12 needles brush felt foam will quickly ruined 12 needle felting
23239,2,saw blades not work metal im not even sure would work anything honest bunch pieces metal tied together wire there no teeth blades barely stay saw saw lightweight
23240,5,throwing pots measure lids very helpful fast shipping perfect needs thank
23241,5,twelve different elegant yarns kaleidoscope none disappointed each delightful surprise surprise skein image ca always show whole scheme beautifully designed wonder designer well done yarn felting projects works well hand solf yielding felts perfectly few skeins knot two most also name not yarn wrapper number wrappper not keep track should write review each there seem main kaleidoscope
23242,5,good making
23243,5,love aide stamping give perfect impression every time ended buying 2 so would always
23244,4,lightweight very comfortable saves getting divots fingers round barreled hook only thing would suggest changing metal part hook just tad longer larger hooks
23245,5,exactly package arrived good shape love way keep dies together nice compact package
23246,5,came directly china how cool really cute earrings
23247,5,kit awesome hot sauce making party kit along other peppers home grown blast also purchased additional bottles so everyone could take sauce home definitely great gift give hot sauce fan life
23248,5,since started painting years ago really nice consistency dry tube
23249,5,work fabulously crafting needs
23250,5,described
23251,5,will help lot mixing colors instead total guessing
23252,5,exactly finish sock project bamboo double point needle 7 inch extra length got way
23253,5,thank
23254,4,little challenging apply noob great
23255,5,years first choice only choice picture frames christmas ornaments never looses sparkle never yellows not messy not hard love
23256,1,not water soluable gdaughter came painting got art work side new pair white shorts impossible get tried bleach bleach paks bleach tubes etc supposedly soap water takes right where got paint osomething sure not amazon asked write so not happen anyone else company should notified either washable say not washable
23257,5,great patch biker
23258,5,ink calligraphy absolutely love vibrant colors consistency fluency good too dilute little water way runs better italian cursive calligraphy style know bottle says fountain pens no doubt mind ink dip calligraphy so surprised see all negative reviews complaining not good fountain pens course not good says calligraphy
23259,5,perfect shade pink will packed perfect
23260,5,love would recommend
23261,5,wanted thicker acrylic paint than typical paints buy can not oil gives migraines so improvise layering acrylics get textured effect paint job thick goes easy layers well cleans easily when wet love comes jar rather than tube often can directly jar place any separate place painting like so much buy another jar
23262,5,excellent yarn hats scarves afghans very soft good weight not any problems yarn separation crocheting
23263,5,love
23264,5,absolutely love 2 others will not name will say not good catches scraps fits hand nicely every corner perfectly every time
23265,5,perfect compact choice backpack camping bug bag
23266,5,great love
23267,5,nice selection tranfers embrodery
23268,5,really love colours beautiful even got extra bobbins pre wound ones too added bonus well worth price
23269,5,love cones christmas trees tussie mussies sturdy take paint gesso well
23270,4,little bigger than thought would
23271,5,great
23272,5,love watercolors large palettes great watercoloring highly recommend lots fun colors place create guide inside
23273,5,pretty neat come own container just finish bracelets
23274,5,good yarn mother finish project
23275,4,moleskine planner perfect small hand internet downloaded recipes cover black soft leather glossy imprints fg kitchen utensils black back elastic band easily holds book together beginning pages include useful things like planning section column food harvest calender chart northern southern hemisphere food fact chart charting common foods amt serving fat measurement conversion small separate booklet translates english french german italian korean think spanish pages very detailed yet sparse 8 x 5 journal only three four inch rectangle right preparation instructions each separate recipe heading ingredient preparation block side there column allows rate difficulty coloring any 5 empty circles servings indicator choosing circle choices place write preparation time cooking time cooking process picture space microwave oven stove wine pairings notes rating where 5 outline stars book clearly divided tabs already subjects appetizers first courses main dishes side dishes desserts cocktails next section allows user choose 5 additional tabs included sticker sheets writing own however option previous layout pages instead rows 4 inch half blocks write case print paste there index back where can print entree corresponding number 2 part accordion recipes perfect food wine lovers
23276,3,review white terry cloth also purchased ivory much better white fabric less flaws than white terry cloth purchased more pulled threads wrinkles more washing quite nice feel will probably go back suffer few threads throughout nicer finished
23277,4,great large tunisian stitch afghans tails where much longer than anticipated ok couple hooks same issues regular bamboo crochet hooks purchased well couple hooks sharp rough spots snagged yarn so file smooth nothing major easy fix all things coming china took bit get not near long said so all all happy
23278,5,just wanted thank
23279,5,purchased sister getting back art retirement loves set not yet
23280,3,seem anything special met needs would liked better could opened both ends
23281,2,not like just received wrong packaged crimping plier just chain nose pliers
23282,5,several black brush pens inking christmas art projects set comes three pens fine medium bold sharp brush like point bristles instead long pointed felt think still work well when put pressure could get splayed bristle effect good calligraphy simple inking not really japanese fude type brush
23283,5,works perfect
23284,5,terrific light box great price now several weeks love most light boxes led lights will eventually die will buy new box price well worth 3 light setting very flat bright lighter wish trace patterns cloth needle work love
23285,5,now just get good putting
23286,3,more practice job
23287,5,great ca go wrong love weight feel
23288,5,nice beads
23289,3,alright most people choose acrylic paint can paint mistakes just too liquidy smooth hide anything want smooth flowing paint mixes other colors canvas great want thick paint shows every easily not
23290,5,good price
23292,4,expected not yet
23293,5,cheap set bamboo needles allowed great gift young granddaughter knits needle case affordable full set needles can replace more expensive needle when gets older wants now perfect
23294,5,hesitant making so glad shopped burlap crafts little taken back price large amount burlap cheap price so said hail mary purchased worked perfectly two rolls 3 18in wreaths least 1 rolls left burlap distinct smell placed each wreath outside night air also not finished so threads pull not detriment projects feel crafts like strings easy love wreaths so far perfect only wish another roll
23295,5,works great inking small pieces
23296,5,love
23297,3,set earrings pendant match halloween costume pliers work great side cutters wo even standard head pin dig pair regular old wire cutters get job done
23298,5,threads just wonderful great price work beautifully embroidery also able obtain thread comparison program very helpful will buying more
23299,4,only reason chose 4 star 5 2 4 came unglued really no big deal feel others should know case no access professional jewelers glue otherwise stunning will buying more
23300,5,gorgeous
23301,5,perfect
23302,5,yarn received couple days so soft pretty crochet motorcycle cowl husband impressed thickness pattern washable too
23303,5,works great
23304,5,simple durable ruler great see thru wonderful measuring cutting would
23305,3,pins nice quilting can iron wish longer satisfactory
23306,5,gorgeous colours great additions collection dylusion paints
23307,4,works well black paper
23308,5,repeat said nbsp timeline treasures real leather stainless steel charm bracelet fits pandora jewelry lavender snap inch stiff nature leather appealing both way sits wrist when trying fasten fill bracelet all way there no scratchy parts irritate skin advise not get wet wonder how will change clasp secure easy turquoise leather buy without hesitation vendor provided thank 2 stoppers band security beads when open latch silicon stoppers beads control bead movement not just stopper end wish metal end where beads get added slightly different bottom metal fairly sharp sort prevent pain pushing stopper onto end never notice metal end wearing bracelet stoppers other sources equally challenging mount reminds pierrot type costume see gene kelly costume black white ball nbsp american paris so hope create something
23309,3,many hooks rough yarn gets caught
23310,3,love two bases so can move light locations sticks well low profile mounting base however dpo not find light very bright all going buy new battery perhaps problem disappointing turn directly towards ne see even
23311,3,far too dainty flexible needs fine making very small lightweight earrings earrings not small lightweight little things bend shape when try perhaps try strengthening see helps unfortunately when purchased gauge earwire available now see oh well
23312,5,must every knitter notions
23313,5,arrived time described
23314,5,so easy most delightful colors work well letterboxing
23315,3,just expected
23316,5,great price standard
23317,5,love paper so many great uses perfect lots sheets would definitely
23318,4,thimble quilt joints old very comfortable
23319,5,scrapbook lot so corner cutting something able same each time cutter able see where corner photo lines so there no no ruined photos tried several types curner cutters far easiest takes less space than most large button top only seen style 1 other creative memories costs least 9 not including shipping wish there more punches type decorative edges mechanics little cutter simply easiest least amount force purchased both sizes almost daily
23320,5,very cute
23321,5,good quality
23322,5,satisfied customer will reorder
23323,5,not much say just attach ready
23324,5,works
23325,5,love
23326,3,not buy sets amazon asw 5 years ago feel must give larger sets poor review warn old unless paint frequently might want think twice getting big bottle sets even sets all got three sets 5 years ago now nightmare any colors must shake bottles takes exorbitant amount time blues worst takes least 15min per bottle shake light yellow set tiny chunks must shaken 4 times now trying fix issue opened set right away few paintings other sets open until recently when new absolutely loved no issues settling packed when moved tiny apartment got married moved house more room unpacked three months ago when took first set noticed pigment settled completely leaving crystal clear liquid pigment stuck sides bottles think spent hour half maybe more shaking bottles getting pigment mixed back so could thought effort would worth trouble maybe would okay mixed took shrink wrap second set exact same issue set b more blues violets took lot longer shake bottle cobalt blue hue took 45 minutes completely mix recently got stainless steal ball bearings put all bottles help mix paint helps little especially painting session pigments will start settling immediately loss try next real time waster really regret not sooner still love hydrus wish so worried wasting waiting till room studio just not grandpa watercolors even parent hydrus may last 35 years not without wasting bunch time shaking worse testors enamels found post martins fb guy still 45 year old ph martin watercolors would expect passing anyone
23327,5,perfect can not even leave kit small hands get there wo get hurt very pretty also
23328,5,odd little accessories think until get helps corners nice crisp
23329,5,useful
